1;JJ;HH;H;300 GB WESTERN DIGITAL;1.000;0.000;;;;;cvbnjmk,l;LKZH;DE;20240111122622
1;JJ;HH;H;300 GB WESTERN DIGITAL;1.000;0.000;;;;;xcvbnm;LKZH;DE;20240111122622
1;JK;JK;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-01-13 00:00:00;2024-01-24 00:00:00;GH556854;8;DE;20240112163617
1;JK;KJ;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-24 00:00:00;ASDERFTGZHUJ;8;DE;20240112082914
1;JK;KJ;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-04-05 00:00:00;2024-05-05 00:00:00;ghjg;8;DE;20240112082833
1;JK;KJ;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-04-05 00:00:00;2024-05-05 00:00:00;m,.jklh;8;DE;20240112082833
1;JK;KJ;L;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2021-01-12 00:00:00;2024-01-24 00:00:00;GH556854;8;DE;20240112154312
1;JL;HJ;HJ;300 GB WESTERN DIGITAL;1.000;0.000;;;;;04.01.2027 00:00:00;24.01.2024 00:00:00;lkjbvhjkl;LJK;DE;20240115112728
1;JL;HJ;HJ;300 GB WESTERN DIGITAL;1.000;0.000;;;;;04.01.2027 00:00:00;24.01.2024 00:00:00;ölkmnk;LJK;DE;20240115112728
1;KH;JHGJ;G;2 GB.DDR3;1.000;0.000;;;;;16.01.2024 00:00:00;16.01.2022 00:00:00;uijopü+;;20240115145402
1;KH;JHGJ;G;2 GB.DDR3;1.000;0.000;;;;;16.01.2024 00:00:00;16.01.2022 00:00:00;ztuiop;;20240115145402
1;KL;LK;;32MB.RAM;21.000;0.000;;;;;;STUCK;20240111150946
1;KL;UI;UI;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-01-20 00:00:00;2024-01-20 00:00:00;asdfrgtz;8;DE;20240112095039
1;KL;UI;UI;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-01-20 00:00:00;2024-01-20 00:00:00;dsfghjk;8;DE;20240112095039
1;KL;UI;UI;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-01-20 00:00:00;2024-01-20 00:00:00;fdghjkl;8;DE;20240112095039
1;KL;UI;UI;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-01-20 00:00:00;2024-01-20 00:00:00;sdfghj;8;DE;20240112095039
1;KL;UI;UI;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2020-01-20 00:00:00;2024-01-20 00:00:00;sdfghjk;8;DE;20240112095039
1;KÖ;KLÖ;OP;300 GB WESTERN DIGITAL;1.000;0.000;;;;;14.01.2024 00:00:00;14.01.2027 00:00:00;gjlköä;JIOKPL;OP;20240115100830
1;KÖ;KLÖ;OP;300 GB WESTERN DIGITAL;1.000;0.000;;;;;14.01.2024 00:00:00;14.01.2027 00:00:00;jiopöäü#+;JIOKPL;OP;20240115100830
1;KPÖ;L;L;300 GB WESTERN DIGITAL;1.000;0.000;;;;;14.01.2021 00:00:00;13.01.2023 00:00:00;ghghjhgjj;ZUI;SY;20240115095738
1;KPÖ;L;L;300 GB WESTERN DIGITAL;1.000;0.000;;;;;14.01.2021 00:00:00;13.01.2023 00:00:00;hgnjgjg;ZUI;SY;20240115095737
1;KPÖ;L;L;32MB.RAM;5.000;0.000;;;;;;;20240115095510
1;KUH;KL;J;2 GB.DDR3;2.000;0.000;;;;;;;20240115145119
1;KUH;KL;J;2 GB.DDR3;5.000;0.000;;;;;;;20240115145016
1;KUH;KL;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;16.01.2024 00:00:00;24.01.2024 00:00:00;GH556854;8;DE;20240115144151
1;KUH;KL;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;23.01.2022 00:00:00;24.01.2024 00:00:00;sdrfghjui;8;DE;20240115144319
1;KUH;KL;J;32MB.RAM;1.000;0.000;;;;;23.01.2022 00:00:00;24.01.2022 00:00:00;;8;DE;20240115144121
1;KUH;KL;J;4.0GB.WD;1.000;0.000;;;;;23.01.2022 00:00:00;24.01.2024 00:00:00;GH5765;8;DE;20240115144525
1;KUH;KL;J;4.0GB.WD;1.000;0.000;;;;;23.01.2022 00:00:00;24.01.2024 00:00:00;GH5765;8;DE;20240115144607
1;KUH;KL;J;500 GB.WD;2.000;0.000;;;;;;;20240115144636
1;KUH;KL;J;BLE.10;0.000;2.000;53.000;54.000;5.000;;16.01.2019 00:00:00;15.01.2029 00:00:00;;FGKHJ;DE;20240115144743
1;KUH;KL;J;BOX;3.000;0.000;;;;;;;20240115144932
1;LL;ÖÖ;Ö;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-24 00:00:00;asdfg;8;DE;20240112095603
1;LL;ÖÖ;Ö;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-24 00:00:00;dfghj;8;DE;20240112095603
1;LL;ÖÖ;Ö;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-24 00:00:00;dfghjtuzi;8;DE;20240112095603
1;LL;ÖÖ;Ö;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-24 00:00:00;wsdertz;8;DE;20240112095603
1;LL;T;;X-2;4.000;0.000;;;;;;;20221209010511
1;ÖL;ÖÖ;Ö;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-23 00:00:00;fghjklö;8;DE;20240112095936
1;ÖL;ÖÖ;Ö;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-23 00:00:00;wertzui;8;DE;20240112095938
1;ÖL;ÖÖ;Ö;300 GB WESTERN DIGITAL;1.000;0.000;;;;;2022-01-23 00:00:00;2024-01-23 00:00:00;zuhjäöü4;8;DE;20240112095937
1;PÄ;Ä;Ä;32MB.RAM;1.000;0.000;;;;;;;20240112092002
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;4h64j68j4k;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;5hj4k87;SDSA;DE;20240111084101
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;6hj4kh68;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;84hk984h;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;h4j8k98hj;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;h8jk487hj;SDSA;DE;20240111084101
1;PO;ÜÜ;O;32MB.RAM;2.000;0.000;;;;;;8;DE;20240111083704
1;PP;II;I;32MB.RAM;54.000;0.000;;;;;;8;DE;20240110154240
1;RTZ;JK;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;16.01.2024 00:00:00;24.01.2024 00:00:00;ljkhgfdfcghj;Stck;DE;20240115141351
1;RTZ;JK;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;16.01.2024 00:00:00;24.01.2024 00:00:00;ölkjhgfc;Stck;DE;20240115141351
1;RTZ;JK;J;32MB.RAM;322.000;0.000;;;;;;Stck;20240115141145
