1;JJ;HH;H;300 GB WESTERN DIGITAL;1.000;0.000;;;;;cvbnjmk,l;LKZH;DE;20240111122622
1;JJ;HH;H;300 GB WESTERN DIGITAL;1.000;0.000;;;;;xcvbnm;LKZH;DE;20240111122622
1;JK;KJ;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;20220123000000;20220123000000;ASDERFTGZHUJ;8;DE;20240112082914
1;JK;KJ;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;20200405000000;20200405000000;ghjg;8;DE;20240112082833
1;JK;KJ;J;300 GB WESTERN DIGITAL;1.000;0.000;;;;;20200405000000;20200405000000;m,.jklh;8;DE;20240112082833
1;KL;LK;;32MB.RAM;21.000;0.000;;;;;;STUCK;20240111150946
1;LK;O;;300 GB WESTERN DIGITAL;1.000;0.000;;;;;asdfghj;8;DE\;20240112114459
1;LK;O;;300 GB WESTERN DIGITAL;1.000;0.000;;;;;20200113000000;20200113000000;GH556854;8;DE;20240112114426
1;LK;O;;300 GB WESTERN DIGITAL;1.000;0.000;;;;;swderfgh;8;DE\;20240112114459
1;LK;O;;32MB.RAM;2.000;0.000;;;;;;STUCK;20240112114337
1;LL;T;;X-2;4.000;0.000;;;;;;;20221209010511
1;PÄ;Ä;Ä;32MB.RAM;1.000;0.000;;;;;;;20240112092002
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;4h64j68j4k;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;5hj4k87;SDSA;DE;20240111084101
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;6hj4kh68;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;84hk984h;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;h4j8k98hj;SDSA;DE;20240111084100
1;PO;ÜÜ;O;300 GB WESTERN DIGITAL;1.000;0.000;;;;;h8jk487hj;SDSA;DE;20240111084101
1;PO;ÜÜ;O;32MB.RAM;2.000;0.000;;;;;;8;DE;20240111083704
1;PP;II;I;32MB.RAM;54.000;0.000;;;;;;8;DE;20240110154240
